Quarter,Time,Down,ToGo,Location,CHI,DET,Detail,EPB,EPA,week,year,game_id
2.0,0:09,3.0,4.0,CHI 31,0.0,16.0,Caleb Williams pass incomplete deep right intended for Keenan Allen,0.17,-1.31,13.0,2024,180
2.0,0:03,4.0,4.0,CHI 31,0.0,16.0,Caleb Williams pass incomplete deep right,-1.31,1.0,13.0,2024,180
3.0,15:00,,,DET 35,0.0,16.0,"Jake Bates kicks off 63 yards, returned by DeAndre Carter for 24 yards (tackle by Pat O'Connor and David Long)",0.0,0.67,13.0,2024,180
3.0,14:54,1.0,10.0,CHI 26,0.0,16.0,D'Andre Swift up the middle for 4 yards (tackle by D.J. Reader and Mekhi Wingo),0.67,0.67,13.0,2024,180
3.0,14:14,2.0,6.0,CHI 30,0.0,16.0,D'Andre Swift left end for 5 yards (tackle by Za'Darius Smith and Malcolm Rodriguez),0.67,0.63,13.0,2024,180
3.0,13:36,3.0,1.0,CHI 35,0.0,16.0,D'Andre Swift right tackle for 5 yards (tackle by Kindle Vildor),0.63,1.6,13.0,2024,180
3.0,13:01,1.0,10.0,CHI 40,0.0,16.0,Caleb Williams sacked by D.J. Reader for -4 yards,1.6,0.51,13.0,2024,180
3.0,12:20,2.0,14.0,CHI 36,0.0,16.0,Caleb Williams pass incomplete short middle intended for D.J. Moore,0.51,-0.16,13.0,2024,180
3.0,12:07,3.0,14.0,CHI 36,0.0,16.0,Caleb Williams pass complete deep left to Keenan Allen for 18 yards (tackle by Kerby Joseph),-0.16,2.52,13.0,2024,180
3.0,11:43,1.0,10.0,DET 46,0.0,16.0,Caleb Williams pass complete short left to D.J. Moore for 6 yards (tackle by Jack Campbell and Malcolm Rodriguez),2.52,2.79,13.0,2024,180
3.0,10:48,2.0,4.0,DET 40,0.0,16.0,Caleb Williams scrambles right end for 9 yards (tackle by Jack Campbell),2.79,3.51,13.0,2024,180
3.0,9:54,1.0,10.0,DET 31,6.0,16.0,"Caleb Williams pass complete deep middle to Keenan Allen for 31 yards, touchdown",3.51,7.0,13.0,2024,180
3.0,9:47,,,DET 15,7.0,16.0,Cairo Santos kicks extra point good,0.0,0.0,13.0,2024,180
3.0,9:47,,,CHI 35,7.0,16.0,"Cairo Santos kicks off 66 yards, returned by Khalil Dorsey for 23 yards (tackle by Collin Johnson)",0.0,0.41,13.0,2024,180
3.0,9:43,1.0,10.0,DET 22,7.0,16.0,Jared Goff pass complete short middle to David Montgomery for 19 yards (tackle by Kevin Byard),0.41,1.66,13.0,2024,180
3.0,9:07,1.0,10.0,DET 41,7.0,16.0,David Montgomery up the middle for 1 yard (tackle by Kevin Byard and Tremaine Edmunds),1.66,1.26,13.0,2024,180
3.0,8:29,2.0,9.0,DET 42,7.0,16.0,Jahmyr Gibbs left end for 1 yard (tackle by Byron Cowart),1.26,0.7,13.0,2024,180
3.0,7:48,3.0,8.0,DET 43,7.0,16.0,Jared Goff pass complete short right to Jahmyr Gibbs for 4 yards (tackle by Kyler Gordon),0.7,-0.26,13.0,2024,180
3.0,7:26,4.0,4.0,DET 47,7.0,16.0,"Penalty on Kyler Gordon: Horse Collar Tackle, 15 yards (accepted) (no play)",-0.26,3.05,13.0,2024,180
3.0,7:14,1.0,10.0,CHI 38,7.0,16.0,David Montgomery left tackle for 9 yards (tackle by Kevin Byard and Jonathan Owens),3.05,3.72,13.0,2024,180
3.0,6:28,2.0,1.0,CHI 29,7.0,16.0,Jameson Williams right end for 15 yards (tackle by Kevin Byard),3.72,4.65,13.0,2024,180
3.0,5:45,1.0,10.0,CHI 14,7.0,16.0,David Montgomery right tackle for 3 yards (tackle by Kevin Byard and Zacch Pickens),4.65,4.52,13.0,2024,180
3.0,5:04,2.0,7.0,CHI 11,7.0,16.0,David Montgomery right tackle for 6 yards (tackle by Jonathan Owens),4.52,4.96,13.0,2024,180
3.0,4:23,3.0,1.0,CHI 5,7.0,16.0,Jared Goff up the middle for 1 yard (tackle by Gervon Dexter),4.96,6.28,13.0,2024,180
3.0,3:42,1.0,4.0,CHI 4,7.0,16.0,David Montgomery up the middle for 3 yards (tackle by DeMarcus Walker and Byron Cowart),6.28,5.91,13.0,2024,180
3.0,2:46,2.0,1.0,CHI 1,7.0,22.0,"Jared Goff pass complete short middle to Sam LaPorta for 1 yard, touchdown",5.91,7.0,13.0,2024,180
3.0,2:43,,,CHI 15,7.0,23.0,Jake Bates kicks extra point good,0.0,0.0,13.0,2024,180
3.0,2:43,,,DET 35,7.0,23.0,"Jake Bates kicks off 65 yards, touchback.",0.0,0.94,13.0,2024,180
3.0,2:43,1.0,10.0,CHI 30,7.0,23.0,Caleb Williams pass complete deep left to Rome Odunze for 19 yards,0.94,2.19,13.0,2024,180
3.0,2:12,1.0,10.0,CHI 49,7.0,23.0,Caleb Williams pass complete short left to D'Andre Swift for 29 yards (tackle by Kerby Joseph),2.19,4.11,13.0,2024,180
3.0,1:26,1.0,10.0,DET 22,7.0,23.0,D'Andre Swift right tackle for -2 yards (tackle by Alim McNeill and D.J. Reader),4.11,3.29,13.0,2024,180
3.0,0:37,2.0,12.0,DET 24,7.0,23.0,"Caleb Williams pass incomplete deep right intended for D.J. Moore (defended by Amik Robertson). Penalty on Amik Robertson: Defensive Holding, 5 yards (accepted) (no play)",3.29,4.31,13.0,2024,180
3.0,0:30,1.0,10.0,DET 19,7.0,23.0,D'Andre Swift right end for 4 yards (tackle by Alim McNeill),4.31,4.35,13.0,2024,180
3.0,0:06,2.0,6.0,DET 15,7.0,23.0,Caleb Williams pass incomplete short right intended for D.J. Moore (defended by Khalil Dorsey),4.35,3.58,13.0,2024,180
4.0,15:00,3.0,6.0,DET 15,7.0,23.0,Caleb Williams pass complete short right to Rome Odunze for 6 yards (tackle by Terrion Arnold),3.58,5.14,13.0,2024,180
4.0,14:28,1.0,9.0,DET 9,7.0,23.0,Caleb Williams pass complete short middle to D.J. Moore for no gain (tackle by Malcolm Rodriguez and Al-Quadin Muhammad),5.14,4.38,13.0,2024,180
4.0,13:45,2.0,9.0,DET 9,13.0,23.0,"Caleb Williams pass complete short middle to Keenan Allen for 9 yards, touchdown",4.38,7.0,13.0,2024,180
4.0,13:40,,,DET 2,13.0,23.0,Two Point Attempt: Caleb Williams pass incomplete intended for intended for Cole Kmet,1.0,-1.0,13.0,2024,180
4.0,13:40,,,CHI 35,13.0,23.0,"Cairo Santos kicks off 65 yards, touchback.",0.0,0.94,13.0,2024,180
4.0,13:40,1.0,10.0,DET 30,13.0,23.0,Jared Goff pass complete short right to Brock Wright for 13 yards (tackle by T.J. Edwards),0.94,1.8,13.0,2024,180
4.0,13:09,1.0,10.0,DET 43,13.0,23.0,Jahmyr Gibbs right end for 3 yards (tackle by Terell Smith),1.8,1.66,13.0,2024,180
4.0,12:30,2.0,7.0,DET 46,13.0,23.0,"Jared Goff pass complete deep right to Sam LaPorta for 18 yards Replay Assistant challenged the runner was in bounds ruling, and the original play was overturned. Jared Goff pass incomplete deep right intended for Sam LaPorta (defended by Kevin Byard)",1.66,0.96,13.0,2024,180
4.0,12:21,3.0,7.0,DET 46,13.0,23.0,Jared Goff pass incomplete deep right intended for Amon-Ra St. Brown,0.96,-0.32,13.0,2024,180
4.0,12:17,4.0,7.0,DET 46,13.0,23.0,"Jack Fox punts 39 yards, fair catch by DeAndre Carter at CHI-15",-0.32,0.22,13.0,2024,180
4.0,12:10,1.0,10.0,CHI 15,13.0,23.0,D'Andre Swift up the middle for 3 yards (tackle by Brian Branch and Mekhi Wingo),-0.22,-0.28,13.0,2024,180
4.0,11:39,2.0,7.0,CHI 18,13.0,23.0,Caleb Williams sacked by D.J. Reader for -11 yards,-0.28,-2.36,13.0,2024,180
4.0,10:45,3.0,18.0,CHI 7,13.0,23.0,Caleb Williams pass incomplete deep middle intended for D.J. Moore,-2.36,-2.49,13.0,2024,180
4.0,10:33,4.0,18.0,CHI 7,13.0,23.0,"Tory Taylor punts 54 yards, returned by Maurice Alexander for 11 yards (tackle by Tarvarius Moore)",-2.49,-2.26,13.0,2024,180
4.0,10:23,1.0,10.0,DET 50,13.0,23.0,Jared Goff pass complete short middle to Tim Patrick for 18 yards (tackle by Terell Smith),2.26,3.45,13.0,2024,180
4.0,9:46,1.0,10.0,CHI 32,13.0,23.0,"Jared Goff pass complete short right to Jameson Williams for 3 yards (tackle by Kevin Byard). Penalty on Jameson Williams: Taunting / Offense, 15 yards (accepted)",3.45,1.28,13.0,2024,180
4.0,9:30,2.0,22.0,CHI 44,13.0,23.0,Jared Goff pass incomplete short middle intended for Jahmyr Gibbs (defended by Kyler Gordon),1.28,0.63,13.0,2024,180
4.0,9:14,3.0,22.0,CHI 44,13.0,23.0,Jared Goff pass complete deep right to Amon-Ra St. Brown for 18 yards (tackle by Terell Smith),0.63,1.81,13.0,2024,180
4.0,8:47,4.0,4.0,CHI 26,13.0,23.0,Jake Bates 45 yard field goal no good,1.81,-1.27,13.0,2024,180
4.0,8:42,1.0,10.0,CHI 35,13.0,23.0,D'Andre Swift right end for -1 yards (tackle by Khalil Dorsey),1.27,0.59,13.0,2024,180
4.0,8:17,2.0,11.0,CHI 34,13.0,23.0,Caleb Williams scrambles up the middle for 7 yards (tackle by Brian Branch),0.59,0.83,13.0,2024,180
4.0,7:37,3.0,4.0,CHI 41,13.0,23.0,Caleb Williams pass complete short left to Cole Kmet for 5 yards (tackle by Brian Branch),0.83,1.99,13.0,2024,180
4.0,7:09,1.0,10.0,CHI 46,13.0,23.0,Caleb Williams pass incomplete deep middle intended for D.J. Moore,1.99,1.45,13.0,2024,180
4.0,7:01,2.0,10.0,CHI 46,13.0,23.0,Caleb Williams pass complete short right to D.J. Moore for 14 yards (tackle by Khalil Dorsey),1.45,2.92,13.0,2024,180
4.0,6:22,1.0,10.0,DET 40,13.0,23.0,Caleb Williams pass incomplete deep right intended for Keenan Allen,2.92,2.37,13.0,2024,180
4.0,6:15,2.0,10.0,DET 40,13.0,23.0,Caleb Williams pass complete short left to Keenan Allen for 9 yards (tackle by Amik Robertson and Khalil Dorsey),2.37,2.87,13.0,2024,180
4.0,5:42,3.0,1.0,DET 31,19.0,23.0,"Caleb Williams pass complete deep left to D.J. Moore for 31 yards, touchdown",2.87,7.0,13.0,2024,180
4.0,5:36,,,DET 15,20.0,23.0,Cairo Santos kicks extra point good,0.0,0.0,13.0,2024,180
4.0,5:36,,,CHI 35,20.0,23.0,"Cairo Santos kicks off 65 yards, touchback.",0.0,0.94,13.0,2024,180
4.0,5:36,1.0,10.0,DET 30,20.0,23.0,David Montgomery left tackle for 4 yards (tackle by DeMarcus Walker),0.94,0.93,13.0,2024,180
4.0,5:04,2.0,6.0,DET 34,20.0,23.0,David Montgomery right tackle for 5 yards (tackle by T.J. Edwards),0.93,0.89,13.0,2024,180
4.0,4:25,3.0,1.0,DET 39,20.0,23.0,David Montgomery up the middle for -1 yards (tackle by Byron Cowart),0.89,-0.85,13.0,2024,180
4.0,3:44,4.0,2.0,DET 38,20.0,23.0,Jack Fox punts 61 yards downed by Khalil Dorsey,-0.85,0.38,13.0,2024,180
4.0,3:31,1.0,10.0,CHI 1,20.0,23.0,"Caleb Williams pass complete short right to Keenan Allen for 6 yards (tackle by Ben Niemann). Penalty on Keenan Allen: Unsportsmanlike Conduct / Offense, 3 yards (accepted)",-0.38,-0.56,13.0,2024,180
4.0,3:20,2.0,7.0,CHI 4,20.0,23.0,Caleb Williams pass incomplete short middle intended for Rome Odunze,-0.56,-1.07,13.0,2024,180
4.0,3:14,,,,,,Timeout #1 by Chicago Bears,,,13.0,2024,180
4.0,3:14,3.0,7.0,CHI 4,20.0,23.0,Caleb Williams pass complete short middle to D.J. Moore for 25 yards (tackle by Khalil Dorsey),-1.07,0.87,13.0,2024,180
4.0,3:06,1.0,10.0,CHI 29,20.0,23.0,Caleb Williams sacked by Al-Quadin Muhammad for -5 yards,0.87,-0.35,13.0,2024,180
4.0,2:40,2.0,15.0,CHI 24,20.0,23.0,Caleb Williams pass complete short left to D.J. Moore for 14 yards (tackle by Kindle Vildor),-0.35,0.83,13.0,2024,180
4.0,2:25,3.0,1.0,CHI 38,20.0,23.0,D'Andre Swift up the middle for 12 yards (tackle by Kerby Joseph),0.83,2.26,13.0,2024,180
4.0,2:00,1.0,10.0,DET 50,20.0,23.0,Caleb Williams sacked by and Zeke Turner for -7 yards and Za'Darius Smith for -7 yards,2.26,0.77,13.0,2024,180
4.0,1:23,2.0,17.0,CHI 43,20.0,23.0,Caleb Williams scrambles up the middle for 13 yards (tackle by Brian Branch),0.77,1.82,13.0,2024,180
4.0,1:08,,,,,,Timeout #1 by Detroit Lions,,,13.0,2024,180
4.0,1:08,3.0,4.0,DET 44,20.0,23.0,Caleb Williams pass incomplete short middle intended for Keenan Allen (defended by Al-Quadin Muhammad),1.82,0.33,13.0,2024,180
4.0,1:04,4.0,4.0,DET 44,20.0,23.0,"Caleb Williams pass complete short right to D.J. Moore for no gain (tackle by Amik Robertson). Penalty on Cole Kmet: Offensive Pass Interference, 10 yards (accepted) (no play)",0.33,-0.32,13.0,2024,180
4.0,0:56,4.0,14.0,CHI 46,20.0,23.0,"Caleb Williams pass incomplete deep right intended for D.J. Moore. Penalty on Kindle Vildor: Defensive Pass Interference, 29 yards (accepted) (no play)",-0.32,3.91,13.0,2024,180
4.0,0:45,1.0,10.0,DET 25,20.0,23.0,Caleb Williams pass incomplete short middle intended for D.J. Moore,3.91,3.36,13.0,2024,180
4.0,0:43,,,,,,Timeout #2 by Chicago Bears,,,13.0,2024,180
4.0,0:43,2.0,10.0,DET 25,20.0,23.0,"Caleb Williams pass complete short left to Keenan Allen for no gain (tackle by Amik Robertson). Penalty on Teven Jenkins: Illegal Use of Hands / Offense, 10 yards (accepted) (no play)",3.36,2.01,13.0,2024,180
4.0,0:38,2.0,20.0,DET 35,20.0,23.0,Caleb Williams sacked by Za'Darius Smith for -6 yards,2.01,0.56,13.0,2024,180
4.0,0:15,3.0,26.0,DET 41,20.0,23.0,Caleb Williams pass incomplete deep right intended for Rome Odunze,0.56,0.53,13.0,2024,180
